name,district,interests,age,longitude,latitude
Cheung Siu Tung,Lai Kok Estate,Home visit companionship; Board games; Photo sharing and memory talk; Tea time conversation; Mahjong companion,22,114.163988,22.336747
Wong Ka Ching,Nan Fung Sun Chuen,Photo sharing and memory talk; Old songs karaoke; Cooking together,20,114.21169,22.282762
Yip Ka Ming,Lok Wah South Estate,Home visit companionship; Calligraphy practice; Chinese chess; Photo sharing and memory talk,33,114.220614,22.315124
Lam Yiu Tung,Lam Tin Estate,Board games; Phone and smartphone help; Clinic escort,27,114.231966,22.318476
Chow Kwok Him,Sha Kok Estate,Chinese chess; Community centre activities; Phone and smartphone help,20,114.199205,22.37252
Ng Siu Tung,The Sherwood,Simple stretching session; Calligraphy practice; Phone and smartphone help; Tea time conversation; Grocery escort,31,113.989176,22.421992
Tang Chi Ho,Highland Park,Board games; Photo sharing and memory talk; Mahjong companion,27,114.13301,22.353173
Lee Chi Ho,Rambler Crest,Board games; Phone and smartphone help; Chinese chess; Grocery escort; Park walk and chat,22,114.102593,22.347358
Lee Siu Tung,Lee On Estate,Cooking together; Phone and smartphone help; Mahjong companion; Board games,30,114.244708,22.423686
Chow Pak Hei,Liberte,Park walk and chat; Old songs karaoke; Simple stretching session,33,114.143029,22.335625
Yip Lok Yin,Grandeur Terrace,Mahjong companion; Phone and smartphone help; Calligraphy practice,30,113.994626,22.470552
Lau Hiu Lam,Hing Tung Estate,Tea time conversation; Board games; Grocery escort; Reading aloud,23,114.222269,22.282589
Cheung Lok Yin,Tin Fu Court,Community centre activities; Cooking together; Board games; Calligraphy practice,23,113.99447,22.457396
Tang Yuk Ting,LOHAS Park - LP6,Clinic escort; Phone and smartphone help; Reading aloud,24,114.270539,22.298306
Lee Man Yi,Kwai Shing East Estate,Park walk and chat; Tea time conversation; Clinic escort,27,114.123845,22.363307
Yip Kwok Him,Fung Shing Court,Reading aloud; Park walk and chat; Simple stretching session,21,114.181489,22.364227
Chan Wai Man,Lok Hin Terrace,Simple stretching session; Board games; Mahjong companion; Clinic escort,23,114.247551,22.271818
Lee Ka Ching,Central Park,Cooking together; Park walk and chat; Grocery escort; Photo sharing and memory talk; Old songs karaoke,27,114.162757,22.31944
Chan Kwok Him,Jat Min Chuen,Calligraphy practice; Simple stretching session; Chinese chess,25,114.196807,22.370787
Lee Kwok Him,Lung Hang Estate,Phone and smartphone help; Mahjong companion; Tea time conversation; Home visit companionship; Board games,28,114.176127,22.359602
Yip Ka Ching,Shek Pai Wan Estate,Park walk and chat; Photo sharing and memory talk; Cooking together,29,114.158314,22.244585
Chow Ka Ming,Tsui Ping South Estate,Home visit companionship; Chinese chess; Phone and smartphone help,29,114.23798,22.3171
Ng Sze Wing,Shun Tin Estate,Park walk and chat; Home visit companionship; Cooking together; Grocery escort,27,114.232415,22.323934
Cheung Hiu Lam,Tsui Ping North Estate,Calligraphy practice; Clinic escort; Mahjong companion,27,114.235821,22.317561
Ho Siu Tung,Bayshore Towers,Chinese chess; Mahjong companion; Board games,26,114.227191,22.42131
Ho Sze Wing,Baguio Villa,Phone and smartphone help; Park walk and chat; Photo sharing and memory talk; Home visit companionship,26,114.137045,22.264219
Leung Man Yi,Chung Ming Court,Photo sharing and memory talk; Park walk and chat; Home visit companionship,19,114.266688,22.31912
Cheung Lok Yin,Glorious Garden,Reading aloud; Cooking together; Home visit companionship; Grocery escort; Mahjong companion,28,113.964074,22.375793
Chow Kwok Him,Cheung Hong Estate,Park walk and chat; Simple stretching session; Board games,31,114.104766,22.348925
Chan Tsz Wai,Ho Man Tin Estate,Mahjong companion; Tea time conversation; Phone and smartphone help; Simple stretching session,31,114.184395,22.309746
Cheung Sze Wing,Ka Shing Court,Grocery escort; Calligraphy practice; Park walk and chat,24,114.141672,22.489036
Chow Ka Ching,Wing Cheong Estate,Photo sharing and memory talk; Board games; Tea time conversation; Park walk and chat,29,114.152979,22.329966
Chan Ho Yin,Kwong Ming Court,Home visit companionship; Grocery escort; Calligraphy practice,28,114.265127,22.309739
Lau Yuk Ting,Pok Hong Estate,Phone and smartphone help; Simple stretching session; Park walk and chat,23,114.1977,22.382391
Chan Yan Ting,Tai Yuen Estate,Calligraphy practice; Clinic escort; Community centre activities,26,114.166307,22.449039
Cheung Yuk Ting,Fortune Estate,Mahjong companion; Tea time conversation; Home visit companionship; Phone and smartphone help,21,114.158793,22.330774
Leung Yan Ting,Wo Lok Estate,Tea time conversation; Mahjong companion; Old songs karaoke; Phone and smartphone help,31,114.223139,22.312247
Ho Man Yi,Kingsford Terrace,Phone and smartphone help; Community centre activities; Old songs karaoke,31,114.218123,22.333677
Tang Yan Ting,Ming Wah Dai Ha,Tea time conversation; Cooking together; Simple stretching session; Mahjong companion,26,114.235623,22.283299
Chow Ka Ming,King Shan Court,Home visit companionship; Tea time conversation; Grocery escort,23,114.21198,22.336365
Cheung Hiu Lam,Whampoa Estate,Photo sharing and memory talk; Home visit companionship; Board games,24,114.19198,22.307481
Chan Wing Sze,Cheung Wah Estate,Phone and smartphone help; Grocery escort; Cooking together; Park walk and chat; Clinic escort,30,114.134963,22.489957
Lam Yiu Tung,Cheung Ching Estate,Clinic escort; Mahjong companion; Calligraphy practice,32,114.110244,22.343187
Chan Lok Yin,Tak Tin Estate,Phone and smartphone help; Community centre activities; Old songs karaoke,23,114.232858,22.309171
Chow Kwok Him,Cheerful Garden,Clinic escort; Reading aloud; Photo sharing and memory talk; Home visit companionship,26,114.256958,22.26467
Lau Ka Ming,Summit Terrace,Old songs karaoke; Photo sharing and memory talk; Chinese chess,25,114.099409,22.380549
Chan Tsz Wai,Ying Tung Estate,Mahjong companion; Clinic escort; Simple stretching session,24,113.953621,22.298188
Lee Pak Hei,Riviera Gardens,Park walk and chat; Community centre activities; Board games; Tea time conversation,24,114.117721,22.355706
Chow Wai Man,Tai Po Centre,Phone and smartphone help; Tea time conversation; Reading aloud,24,114.164777,22.448126
Lau Yan Ting,Seaview Crescent,Tea time conversation; Calligraphy practice; Board games,31,113.945419,22.297758
Cheung Ka Ching,Shatin Pass Estate,Old songs karaoke; Calligraphy practice; Chinese chess,22,114.199616,22.356727
Leung Hiu Lam,Villa Athena,Community centre activities; Chinese chess; Mahjong companion,20,114.243345,22.425057
Lam Man Yi,The Visionary,Phone and smartphone help; Park walk and chat; Reading aloud,24,113.946241,22.290595
Ho Tsz Ho,Greenfield Garden,Home visit companionship; Photo sharing and memory talk; Reading aloud; Tea time conversation,23,114.101889,22.359771
Tang Yan Ting,Hong Nga Court,Mahjong companion; Reading aloud; Park walk and chat,32,114.231565,22.313132
Cheung Yan Ting,Ning Fung Court,Board games; Reading aloud; Photo sharing and memory talk; Tea time conversation; Mahjong companion,24,114.14265,22.365879
Wong Wing Sze,Classical Gardens,Simple stretching session; Photo sharing and memory talk; Grocery escort; Board games,27,114.165779,22.436602
Ng Yuk Ting,Lido Garden,Board games; Clinic escort; Home visit companionship,23,114.058702,22.363788
Leung Yan Ting,Tai Hang Sai Estate,Simple stretching session; Home visit companionship; Cooking together,28,114.164449,22.333674
Chan Kwok Him,Rhythm Garden,Home visit companionship; Calligraphy practice; Clinic escort,28,114.206554,22.32983
Chow Hiu Lam,Metro City,Community centre activities; Chinese chess; Grocery escort,19,114.26143,22.31698
Ho Tsz Wai,Tai Hang Tung Estate,Simple stretching session; Old songs karaoke; Chinese chess,33,114.163663,22.33825
Cheung Pak Hei,Saddle Ridge Garden,Old songs karaoke; Simple stretching session; Grocery escort,27,114.240306,22.416327
Cheung Lok Yin,Lok Man Sun Chuen,Grocery escort; Cooking together; Park walk and chat,25,114.18314,22.309874
Ho Tsz Wai,Symphony Bay,Clinic escort; Chinese chess; Park walk and chat; Cooking together,21,114.247016,22.428443
Ng Yuk Ting,Kwong Tin Estate,Reading aloud; Tea time conversation; Home visit companionship,29,114.247298,22.302798
Ng Pak Hei,Shek Yam Estate,Park walk and chat; Chinese chess; Photo sharing and memory talk; Home visit companionship,25,114.14288,22.377529
Cheung Wai Man,Tung Tao Court,Board games; Tea time conversation; Chinese chess,22,114.231889,22.279001
Wong Pak Hei,The Waterfront,Mahjong companion; Phone and smartphone help; Board games; Tea time conversation,23,114.170842,22.299388
Lau Pak Hei,Sceneway Garden,Board games; Cooking together; Tea time conversation; Home visit companionship,26,114.233136,22.31209
Ng Sze Wing,Manhattan Hill,Park walk and chat; Reading aloud; Photo sharing and memory talk; Tea time conversation,30,114.147878,22.335935
Cheung Ka Ching,Villa Athena,Grocery escort; Mahjong companion; Tea time conversation,23,114.235885,22.419805
Chow Lok Yin,Fu Cheong Estate,Reading aloud; Tea time conversation; Chinese chess; Phone and smartphone help; Park walk and chat,23,114.153504,22.321193
Yip Lok Yin,Lok Wah North Estate,Community centre activities; Chinese chess; Calligraphy practice; Photo sharing and memory talk,25,114.22754,22.319519
Ho Ka Ching,Glorious Garden,Home visit companionship; Board games; Chinese chess,22,113.968368,22.386822
Lau Ka Ching,King Shing Court,Cooking together; Tea time conversation; Simple stretching session; Photo sharing and memory talk,21,114.147149,22.489775
Ho Wai Man,Fuk Loi Estate,Tea time conversation; Home visit companionship; Chinese chess,24,114.113531,22.379261
Lee Ka Ming,Mei Tung Estate,Clinic escort; Grocery escort; Board games,23,114.187168,22.340684
Cheung Man Yi,Verbena Heights,Phone and smartphone help; Clinic escort; Old songs karaoke,27,114.258174,22.317962
Chow Ka Ming,Upper Ngau Tau Kok Estate,Clinic escort; Home visit companionship; Grocery escort; Chinese chess,24,114.216045,22.326861
Wong Wing Sze,Cheung Wang Estate,Tea time conversation; Home visit companionship; Cooking together; Phone and smartphone help,29,114.101019,22.358462
Leung Wing Sze,Tin Yuet Estate,Tea time conversation; Park walk and chat; Home visit companionship,29,113.997086,22.464635
Lam Tsz Wai,Kwong Fuk Estate,Clinic escort; Chinese chess; Cooking together; Mahjong companion,22,114.173448,22.442926
Lau Wing Sze,Tin Ping Estate,Reading aloud; Old songs karaoke; Community centre activities; Board games,24,114.130594,22.502759
Lee Ho Yin,Celestial Heights,Home visit companionship; Mahjong companion; Photo sharing and memory talk; Grocery escort,24,114.189313,22.315113
Wong Wai Man,Lai Tsui Court,Chinese chess; Mahjong companion; Home visit companionship,25,114.160049,22.326159
Cheung Hiu Lam,Sam Shing Estate,Chinese chess; Photo sharing and memory talk; Board games; Grocery escort,30,113.970782,22.377029
Chow Kwok Him,Chung Nga Court,Reading aloud; Chinese chess; Grocery escort,26,114.168214,22.462874
Wong Hiu Lam,Tai Wo Hau Estate,Mahjong companion; Simple stretching session; Park walk and chat,26,114.127005,22.371914
Lau Siu Tung,Kingston Terrace,Board games; Simple stretching session; Tea time conversation,29,113.983818,22.395217
Chan Man Yi,Bedford Gardens,Mahjong companion; Phone and smartphone help; Home visit companionship; Cooking together,28,114.212215,22.295102
Lau Wai Man,Tai Ping Estate,Park walk and chat; Chinese chess; Simple stretching session,31,114.12793,22.493581
Wong Chi Ho,Saddle Ridge Garden,Photo sharing and memory talk; Tea time conversation; Calligraphy practice; Clinic escort,22,114.237689,22.422693
Lau Siu Tung,Lai Yan Court,Community centre activities; Reading aloud; Tea time conversation; Board games,24,114.141533,22.344267
Ho Tsz Ho,Siu Hin Court,Park walk and chat; Home visit companionship; Community centre activities; Board games,32,113.977322,22.414838
Cheung Siu Tung,Nerine Cove,Phone and smartphone help; Photo sharing and memory talk; Calligraphy practice,21,113.969639,22.379018
Lau Pak Hei,Aegean Coast,Calligraphy practice; Reading aloud; Park walk and chat; Simple stretching session; Photo sharing and memory talk,19,113.987061,22.369427
Wong Yiu Tung,Oscar By The Sea,Simple stretching session; Park walk and chat; Reading aloud,20,114.272015,22.305874
Chan Yiu Tung,Park Vista,Mahjong companion; Clinic escort; Chinese chess; Board games,23,114.06257,22.452291
Tang Man Yi,Wang Fuk Court,Tea time conversation; Old songs karaoke; Chinese chess; Community centre activities,27,114.182841,22.441295
Chow Wai Man,Tai On Building,Simple stretching session; Reading aloud; Photo sharing and memory talk,34,114.217868,22.284602
Ng Chi Ho,Choi Wan (2) Estate,Community centre activities; Board games; Chinese chess,23,114.221153,22.328836
Lau Siu Tung,Ming Wah Dai Ha,Board games; Calligraphy practice; Mahjong companion; Grocery escort,24,114.232234,22.280285
Chan Siu Tung,Chak On Estate,Phone and smartphone help; Community centre activities; Mahjong companion; Clinic escort,24,114.171876,22.334193
Chan Chi Ho,Wo Lok Estate,Park walk and chat; Simple stretching session; Tea time conversation; Calligraphy practice,24,114.220421,22.321103
Cheung Tsz Wai,Chun Yeung Estate,Calligraphy practice; Old songs karaoke; Home visit companionship,23,114.188663,22.403578
Lee Yuk Ting,Tin Wan Estate,Mahjong companion; Clinic escort; Grocery escort,24,114.151987,22.255131
Ng Tsz Wai,Rambler Crest,Phone and smartphone help; Home visit companionship; Cooking together; Tea time conversation,25,114.107383,22.350015
Lam Lok Yin,Symphony Bay,Home visit companionship; Reading aloud; Board games,22,114.242647,22.424907
Ng Pak Hei,Kwong Yuen Estate,Photo sharing and memory talk; Reading aloud; Clinic escort; Cooking together; Home visit companionship,22,114.21293,22.382903
Yip Siu Tung,Hong Wah Court,Community centre activities; Phone and smartphone help; Board games,30,114.240088,22.321231
Ng Siu Tung,Lai Yan Court,Home visit companionship; Reading aloud; Phone and smartphone help; Grocery escort,23,114.13967,22.336888
Chow Pak Hei,Upper Wong Tai Sin Estate,Grocery escort; Park walk and chat; Clinic escort; Simple stretching session,27,114.195157,22.336361
Lau Tsz Wai,Kwong Yuen Estate,Chinese chess; Phone and smartphone help; Tea time conversation,24,114.218877,22.376339
Lau Sze Wing,Double Cove,Park walk and chat; Reading aloud; Cooking together,22,114.238998,22.425209
Tang Ka Ming,Metro Town,Old songs karaoke; Simple stretching session; Tea time conversation; Calligraphy practice,30,114.248708,22.303821
Wong Wai Man,Siu Hin Court,Cooking together; Phone and smartphone help; Tea time conversation,27,113.96878,22.406464
Cheung Ka Ming,Mantin Heights,Clinic escort; Community centre activities; Calligraphy practice,32,114.177427,22.312454
Lee Pak Hei,Kai Yip Estate,Tea time conversation; Phone and smartphone help; Park walk and chat,19,114.205384,22.325927
Cheung Pak Hei,Choi Ying Estate,Park walk and chat; Reading aloud; Simple stretching session,23,114.212559,22.320849
Ng Sze Wing,Tin Shui (1) Estate,Reading aloud; Simple stretching session; Tea time conversation; Photo sharing and memory talk,25,113.991566,22.45633
Leung Yan Ting,Wah Ming Estate,Tea time conversation; Phone and smartphone help; Reading aloud; Clinic escort,26,114.136803,22.47943
Lam Kwok Him,Wing Cheong Estate,Park walk and chat; Home visit companionship; Grocery escort,27,114.150242,22.330086
